x,y
0.0,-0.1550429345083481
0.02004008016032064,0.08180935974681355
0.04008016032064128,-0.014297988564421674
0.06012024048096192,0.1439783751006325
0.08016032064128256,0.01955271003373421
0.1002004008016032,0.14105986395931544
0.12024048096192384,0.22885297029506865
0.1402805611222445,0.11357186933250851
0.16032064128256512,0.33078427579666553
0.18036072144288576,0.3208541542858158
0.2004008016032064,0.22388863438483758
0.22044088176352705,0.30699543908083504
0.24048096192384769,0.5368515594022353
0.2605210420841683,0.6047236921970546
0.280561122244489,0.5405988852500472
0.3006012024048096,0.6326651888327594
0.32064128256513025,0.6527348043643274
0.3406813627254509,0.7012210433485702
0.3607214428857715,0.8344970759999568
0.3807615230460922,0.5925552828087919
0.4008016032064128,0.8479591583598756
0.42084168336673344,0.7788567850566092
0.4408817635270541,0.8310482593645548
0.4609218436873747,0.8593229040631473
0.48096192384769537,0.8877496550086097
0.501002004008016,0.8379896588756035
0.5210420841683366,1.0139023369604454
0.5410821643286573,1.1972220476073598
0.561122244488978,1.0586600791627163
0.5811623246492986,1.0978531108053506
0.6012024048096192,1.0625390012747948
0.6212424849699398,1.152344432428056
0.6412825651302605,1.243064022494059
0.6613226452905812,1.1912981456956242
0.6813627254509018,1.2143237118619112
0.7014028056112224,1.330906409879643
0.721442885771543,1.2291370330018552
0.7414829659318637,1.3760142497042984
0.7615230460921844,1.46208138833122
0.781563126252505,1.5447744685257239
0.8016032064128256,1.4279060656439315
0.8216432865731462,1.601291577946044
0.8416833667334669,1.5949722868500014
0.8617234468937875,1.4183104923000833
0.8817635270541082,1.4219287750158618
0.9018036072144289,1.5383971865395532
0.9218436873747494,1.6963279696201543
0.9418837675350701,1.610106680124518
0.9619238476953907,1.5805210776992267
0.9819639278557114,1.8184037585362305
1.002004008016032,1.7137945778838801
1.0220440881763526,1.4742926667766783
1.0420841683366733,1.7586308659777274
1.062124248496994,1.7987880597122246
1.0821643286573146,1.7885125652256482
1.1022044088176353,1.8293814203582959
1.122244488977956,1.7954245562539277
1.1422845691382766,1.6873307082507454
1.1623246492985972,1.7983875098665425
1.1823647294589177,1.756446841545052
1.2024048096192383,1.7725414919210414
1.222444889779559,1.7535666145492845
1.2424849699398797,1.9384252842238592
1.2625250501002003,1.9155086317027792
1.282565130260521,1.872679802779411
1.3026052104208417,1.8635698181738913
1.3226452905811623,1.9363941019322874
1.342685370741483,2.056110106916444
1.3627254509018036,1.75644090767547
1.3827655310621243,2.002436117341837
1.4028056112224447,1.9172742278536223
1.4228456913827654,1.7896919246454688
1.442885771543086,1.7890908765370983
1.4629258517034067,1.8970968899322924
1.4829659318637274,2.014241735076086
1.503006012024048,2.0347125262572403
1.5230460921843687,1.9038221910262003
1.5430861723446894,2.100934295613555
1.56312625250501,2.142239519900412
1.5831663326653307,2.0394556434015962
1.6032064128256511,1.939809411486857
1.6232464929859718,2.109691529135625
1.6432865731462925,2.0702870344555087
1.6633266533066131,2.0781849868570843
1.6833667334669338,1.921694912229008
1.7034068136272544,1.6989847640911548
1.723446893787575,2.1884221207728154
1.7434869739478958,1.8091641393433944
1.7635270541082164,1.959392897369658
1.783567134268537,2.1929736528471646
1.8036072144288577,1.9791011359023967
1.8236472945891782,2.0313309359164413
1.8436873747494988,1.77575181584901
1.8637274549098195,1.7370364999814392
1.8837675350701402,1.8495756704811979
1.9038076152304608,1.9991995108304037
1.9238476953907815,1.8420191226229021
1.9438877755511021,1.7829463212144907
1.9639278557114228,1.8672246404808763
1.9839679358717435,1.93989748038832
2.004008016032064,1.6707503891807893
2.024048096192385,1.677001573729698
2.0440881763527052,1.7012783280191188
2.064128256513026,1.8709835802937382
2.0841683366733466,1.7656689736387114
2.1042084168336674,1.9353695931256178
2.124248496993988,1.7950746533867166
2.1442885771543083,1.6765131122103463
2.164328657314629,1.7844482802061659
2.1843687374749496,1.656342249571021
2.2044088176352705,1.5412957857278977
2.224448897795591,1.6557334979606348
2.244488977955912,1.493413819622692
2.2645290581162323,1.5086895404179306
2.284569138276553,1.6445727467834268
2.3046092184368736,1.4751244316362044
2.3246492985971945,1.3778000799719168
2.344689378757515,1.3839565219203482
2.3647294589178354,1.5042709895804174
2.3847695390781563,1.3179764356146118
2.4048096192384767,1.3051305126835464
2.4248496993987976,1.2628357522642886
2.444889779559118,1.3017773676615918
2.464929859719439,1.2138402379193414
2.4849699398797593,1.0607070560856826
2.50501002004008,1.1001837146682778
2.5250501002004007,1.0631565998628272
2.5450901803607215,1.2478367230984377
2.565130260521042,1.1713902796748257
2.5851703406813624,1.115029120273178
2.6052104208416833,0.9715234552312824
2.6252505010020037,0.9058257871910538
2.6452905811623246,0.9016023023518387
2.665330661322645,0.8117327162144812
